Date,close_lag_2 * Low_S,close_lag_2 * High_S,close_lag_2 * Open_S,decaylinear21 / Close_S,Adj Close * close_lag_3,close_lag_2 * Open,close_lag_2 * vwap21,close_lag_2 * RSI2,close_lag_2 * Low,close_lag_2 * EMA13,close_lag_2 / atr9,close_lag_2 / atr21,close_lag_2 * decaylinear21,close_lag_2 * decaylinear9,close_lag_2 * linreg21,Target
2014-01-22,0.14090116587250168,0.14450617776450495,0.14365959159196684,1.001374666898828,0.2094437866145535,0.13916007237318184,0.137093831686103,0.002150419653210919,0.13916007237318184,0.12833257022602748,0.004854349032438782,0.004854349032438782,0.12604718645067925,0.12587415142130232,0.12971699753588586,1
2014-01-23,0.1734194865319578,0.17751845690868243,0.17626780425669475,1.0006385176011092,0.2853119186419209,0.17235860033319136,0.16862385880581351,0.0016351710609811998,0.1711940107682738,0.15809839999417705,0.0060121506391998805,0.0060121506391998805,0.1550325608284598,0.1549336329768003,0.15963794912621626,0
2014-01-24,0.24401861251729273,0.24926688210515027,0.24790053817685428,1.0015841479598218,0.40587644274276796,0.2444986902085774,0.23701673032161985,0.0011903972168882642,0.24104345902035765,0.2225644505037494,0.008520771195081562,0.008520771195081562,0.21810966784184854,0.21776469634241646,0.22426214440539052,0
2014-01-27,0.36114318321428523,0.3687386593378447,0.3659193391519744,1.0028094127628162,0.4500382635654564,0.3534523185998064,0.35096395370227235,0.0008094868016169614,0.3517329377155121,0.330932035830138,0.012788028327209796,0.012788028327209796,0.323917487023332,0.323010018554687,0.3323810013053362,0
2014-01-28,0.3603488849712386,0.36922312413639785,0.3670976317282426,1.0063018596180275,0.34237394459419773,0.3649205751670181,0.3503536787290236,0.00030477123516006185,0.3523286108770379,0.3310589742521975,0.012907019058521855,0.012907019058521855,0.32351500579682513,0.321947376517619,0.3311416849560681,0
2014-01-29,0.1792192803701633,0.18366987901677106,0.1827716418056897,1.0107493890660462,0.297948682595663,0.17512317219721873,0.1742908445059968,5.514020427878782e-05,0.1711345936983241,0.16610717750158127,0.006561136072892018,0.006561136072892018,0.1617030976636895,0.16091171464467646,0.16532286792433556,0
2014-01-30,0.1991316407902762,0.20534821488246932,0.20423843324365726,1.006337547890737,0.23631479067732072,0.19935667258239936,0.19429290886629916,3.292946654918761e-05,0.19093315912582934,0.1858532016520377,0.00741835682791306,0.00741835682791306,0.17952948231429985,0.1786381043788643,0.18397884517217034,1
2014-01-31,0.23583749306915758,0.24388616865392815,0.2423877592118597,1.0,0.23726823631271776,0.2371300769845139,0.23082500518850815,3.229248323832345e-05,0.22924251869713783,0.22081863469964505,0.008888688316986743,0.008888688316986743,0.21275135384243873,0.21275135384243873,0.21746192373226889,1
2014-02-03,0.0991305930231216,0.10254131060033539,0.10206518378918485,1.0078561560807993,0.10458118141744165,0.10018122733902043,0.09692345940822444,4.962140196226221e-06,0.09676837863192977,0.09291827790485481,0.003785066128675056,0.003785066128675056,0.08979844612424465,0.08934701157647754,0.09106944507384869,0
2014-02-04,0.0493827438691693,0.051021007779766446,0.050824235418458194,1.0012475216054,0.09089786463935223,0.04984889583129019,0.04827660491889788,1.6030416973575507e-06,0.04849488679408134,0.04625980798911753,0.0019029936013872492,0.0019029936013872492,0.04448148558132769,0.044426063107757895,0.045152094072266884,1
2014-02-05,0.07411266942860432,0.0771664405714692,0.07634158250487437,1.0,0.24879673739853353,0.07604524947528586,0.07265365516960902,1.8768536966683545e-06,0.07363366746180182,0.06916203440456796,0.002856158247250578,0.002856158247250578,0.06668185550875351,0.06668185550875351,0.06727770035597495,1
2014-02-06,0.25661822124520195,0.2665932337174484,0.263104621274012,1.0,0.3581466443595449,0.25913277416449654,0.2512763075978813,4.879441292860169e-06,0.2563484033072508,0.23828281396325315,0.009878014903056736,0.009878014903056736,0.2306174678309935,0.2306174678309935,0.231136011402771,0
2014-02-07,0.3441090746498978,0.3571421832232059,0.3536129615424176,1.0,0.4147364061793037,0.3497826703627068,0.33704496448853366,2.931513441562034e-06,0.3380147429947651,0.31976228860288813,0.013342491874380512,0.013342491874380512,0.3098836355924974,0.3098836355924974,0.30950545758304027,0
2014-02-10,0.2572661662482887,0.2678332707501309,0.2658309223839561,1.0107761679412333,0.18838289258910423,0.2608166215813503,0.2520432370540594,4.2694907360824755e-07,0.2481261967048784,0.24034279504601905,0.010133908673144978,0.010133908673144978,0.23351989519765642,0.23231729643609342,0.2322692624288969,0
2014-02-11,0.07933523587682018,0.08206380063376405,0.08155281534526428,1.006264192417906,0.06427628603718308,0.07830831692192317,0.0774965897232211,6.285110595397963e-08,0.07742513705889958,0.07419403868792102,0.0031646753329865373,0.0031646753329865373,0.07153605868758543,0.07116222736738538,0.07162388198425307,1
2014-02-12,-0.04181993790418201,-0.0431408635282673,-0.04281235714641266,1.004666635091001,-0.03346998724975833,-0.04135632593201779,-0.04079351179024975,-1.771191383089166e-08,-0.04091869474615868,-0.039109226026932765,-0.0016882692634354855,-0.0016882692634354855,-0.037594358181792346,-0.03741973393829996,-0.03772428522877488,0
2014-02-13,-0.0018281620803436358,-0.0018965768108043506,-0.0018619764430136622,1.0,0.15856539424171273,-0.001791164099888356,-0.0017924431406107818,-0.0031567936668929425,-0.0017870337269486124,-0.0017124991390645187,-7.448121298530705e-05,-7.448121298530705e-05,-0.0016525905306843587,-0.0016525905306843587,-0.0016519425173027408,1
2014-02-14,0.17969510029045657,0.1856384841384027,0.1828572910342966,1.0,0.39441588768309477,0.1836234407556313,0.1758217052880995,0.3741149500469285,0.180923085813382,0.16711265215795776,0.007331443684278013,0.007331443684278013,0.16213153143543924,0.16213153143543924,0.16128541085399045,0
2014-02-17,0.43392568772882406,0.44759812058187387,0.4406994841579532,1.0,0.6380495638533157,0.44062002046290555,0.42406534780012994,0.8343744621606346,0.4363895438568112,0.4010485679675811,0.01773161227454794,0.01773161227454794,0.3906722350896919,0.3906722350896919,0.387242522593415,0
2014-02-18,0.521225090135194,0.5409418441438975,0.5344764312021324,1.009222935077816,0.5886062125375584,0.5361783602047446,0.5097607670422155,0.1173495194314178,0.5077924372860597,0.4831923814925188,0.021575626907280872,0.021575626907280872,0.47142354154984034,0.46892037467231773,0.46676193444578146,0
